original_text,provided_summary,baseline_rouge1,tfidf_rouge1,position_rouge1,keyword_rouge1,ensemble_rouge1
KBS 부산 부산시교육청이 하윤수 전 교육감을 직권 남용 혐의로 부산경찰청에 고발했습니다 부산시교육청은 하 전 교육감이 재직 당시인 지난해 중등 교사인 자신의 딸을 교육청 산하 교...,신재웅 기자가 보도합니다 리포트 외교부가 MBC에 제기한 이른바 바이든 날리면 소송에 대해 조현 외교부 장관이 공식 사과했습니다 하지만 대통령 대신 왜 외교부가 나서 소송을 걸었는...,0.029411764705882353,1.0,1.0,1.0,1.0
KBS 광주 앵커 더불어민주당이 수해 상황을 고려해 당 대표를 선출하기 위한 지역 순회 경선을 통합해서 치르기로 했습니다 당장 이번 주 토요일로 예정됐던 호남의 선택이 한 주 미뤄...,구나연 특검은 김용대 드론작전사령관이 사전에 평양 무인기 침투 작전 의 위험성을 보고 받았다는 진술도 확보했습니다,0.0,1.0,1.0,1.0,1.0
KBS 울산 울산 공업축제에서 상품권 등 경품 지원이 가능하도록 한 조례안이 본회의 의결을 앞둔 가운데 울산 시민연대가 불법 기부행위를 면책하기 위한 특혜성 조례라며 부결할 것을 ...,이종섭 전 국방장관이 채 상병 순직사건과 관련해 윤석열 전 대통령의 전화를 받은 사실을 2년 만에 인정했습니다,0.0,1.0,1.0,1.0,1.0
KBS 대전 더불어민주당 장철민 의원이 이진숙 전 교육부장관 후보자 후임으로 충청권 출신 인사를 지명해 줄 것을 대통령에게 건의했습니다 장 의원은 자신의 사회관계망을 통해 이진숙 ...,지난해 우리 우리 군이 지난해 북한에 무인기를 보내 도발을 유도했다는 의혹과 관련해 내란 특검팀이 당시 윤석열 전 대통령의 지시로 드론사령부에 무인기 북파 TF가 꾸려졌다는 진술을...,0.029411764705882353,1.0,1.0,1.0,1.0
KBS 춘천 더불어민주당 강릉시지역위원회는 오늘21일 기자회견을 열고 최근 정치자금법 위반 혐의로 압수수색을 받은 권성동 국회의원에게 야당 탄압을 운운하지 말고 자진해서 특검에 수...,김건희 여사의 최측근이자 계좌 관리인으로 알려진 이종호 전 블랙펄인베스트 대표가 오늘 피의자 신분으로 특검에 출석했습니다 집행유예를 받게 해주겠다며 도이치모터스 주가조작 공범에게 ...,0.060606060606060615,1.0,1.0,1.0,1.0
KBS 창원 이재명 대통령이 오늘21일 산청군 호우피해 통합지원본부를 찾아 피해 상황 등을 보고 받고 구조와 복구 상황 등을 점검했습니다 이 대통령은 윤호중 행안부 장관과 박완수 ...,민주노총 민주노총 전북본부는 오늘 21 민주당 전북도당 앞에서 기자회견을 열고 하청 노동자의 사용자를 명확히 해 교섭권을 강화하고 플랫폼 플랫폼 특수고용 노동자의 노동권 보장 등을...,0.028985507246376812,1.0,1.0,1.0,1.0
KBS 제주 제2공항 강행저지 비상도민회의는 이재명 대통령에게 2공항 갈등 해결을 위한 결단을 촉구하는 진정서를 대통령실에 전달했습니다 비상도민회의는 문재인 정부 시절 도민 다수가...,새 정부 들어 전북 지역구 의원 3명이 국회 위원장을 맡았습니다,0.03921568627450981,1.0,1.0,1.0,1.0
KBS 전주 앵커 새 정부 출범과 함께 전북 출신 의원들이 국회 3개 위원장직을 맡게 됐는데요 예산과 입법 등을 다루는 이른바 요직으로 전북 정치권의 입지가 단단해졌다는 평가입니다...,단독 단독 나선 후보로 나선 김 의원은 당원들을 대상으로 지난 17일과 18일 이틀간 치러진 찬반 투표에서 찬성 967로 당선됐습니다,0.0,1.0,1.0,1.0,1.0
KBS 전주 앵커 완주전주 통합과 관련해 김관영 전북도지사가 국회의원 2명과 함께 기자회견을 열었습니다 잇단 설득에도 반대 여론이 수그러들지 않자 돌파구를 찾기 위해서인데 어떤 파...,이재명 대통령은 오늘 산사태로 10명이 숨진 경남 산청 현장을 찾았습니다,0.0,1.0,1.0,1.0,1.0
앵커 일본 상원에 해당하는 참의원 선거 결과 집권 여당이 갖고 있던 과반 의석이 무너졌습니다 잇따른 선거 패배에 여당 자민당의 수명이 끝난 것 아니냐는 평가까지 나옵니다 도쿄 황진...,부산시교육청은 하윤수 전 교육감이 재직 당시인 지난해 중등 교사인 자신의 딸을 교육청 산하 교육연수원 파견 교사로 임용 과정에서 공모 조건을 변경하는 등 위법하고 부당하게 개입한 ...,0.0,1.0,1.0,1.0,1.0
KBS 울산 앵커 내년 지방선거를 이끌 울산 주요 정당의 신임 시당위원장이 확정됐습니다 한목소리로 지방선거 승리를 약속한 시당위원장들의 각오와 전략 또 변수를 짚어봅니다 보도에 박...,새로 취임한 기재부 산업부 장관은 관세 협상이라는 급한 불 끄기에 바로 나서야 할 처지입니다,0.0,1.0,1.0,1.0,1.0
앵커 국민의힘 전당대회가 한 달여 앞으로 다가오면서 당 대표 출마 선언이 잇따르고 있습니다 극단 세력과의 결별 문제 또 인적 쇄신 문제 등을 두고 당권 주자 사이 논쟁이 격화되고 ...,갑질 논란 갑질 논란으로 갑질 논란 이 불거진 강선우 여성가족부 장관 후보자에 대해 대통령실이 사실상 임명 수순을 밟으면서 대통령실이 사실상 임명 수순을 밟으면서 후폭풍이 거셉니다,0.03278688524590164,1.0,1.0,1.0,1.0
KBS 춘천 앵커 앞서 더불어민주당은 알펜시아 입찰 담합 사건을 조작 기소 진상 규명 대상에 포함했습니다 당시 검찰이 정치적 이유로 무리한 수사를 했다는 취지인데요 최문순 전 강원...,한 주 한 주 동안의 주요 정치 이슈를 알아보는 순서입니다 주간정치  오승용 메타보이스 이사와 함께 하는 주간정치  오승용 메타보이스 이사와 함께 하는 이사님 이진숙 강선우 두 장...,0.0,1.0,1.0,1.0,1.0
앵커 지명이 철회된 이진숙 전 교육부 장관 후보자는 인사권자의 결정을 겸허히 받아들이겠다고 밝혔습니다 교원단체에선 지명 철회를 두고 당연한 결정이라며 일제히 환영했습니다 이수민 기...,김건희 여사 의혹을 수사하는 민중기 특별검사팀이 윤석열 전 대통령 부부에게 피의자 신분으로 출석해 조사를 받으라고 통보했습니다,0.0392156862745098,1.0,1.0,1.0,1.0
KBS 대구 앵커 홍준표 전 대구시장이 조기 대선 출마를 위해 시장직을 내려놓으면서 측근을 이른바 알 박기 채용했다는 걸 실토해 논란을 불렀는데요 국민권익위원회가 이 사안에 대해 ...,민중기 특별 특별 특별검사팀이 윤석열 전 대통령과 김건희 여사에게 피의자 신분으로 나와 조사를 받으라고 통보했습니다,0.03508771929824561,1.0,1.0,1.0,1.0
KBS 춘천 춘천시민연대 등이 오늘21일 국민권익위원회에 민주평화통일자문회의의 백두산 연수에 참여했던 춘천시의원 5명을 이해충돌방지법 위반 혐의로 신고했습니다 해당 의원 5명은 앞...,일본 상원에 해당하는 참의원 선거에서 자민당을 중심으로 하는 여당이 과반 의석 확보에 실패하였고 일본인 제일주의 를 내세운 우익정당은 약진한 것으로 나타났습니다,0.0,1.0,1.0,1.0,1.0
앵커 이재명 대통령이 강선우 여가부 장관 후보자 임명을 강행할 것으로 알려지면서 후폭풍이 거셉니다 문재인 정부 시절 여가부 장관이 강 후보자의 갑질 의혹을 추가 폭로했고 진보 성향...,SBS 디지털뉴스편집부편집부편집부부는 SBS 디지털 디지털뉴스편집부 자세한 내용은 동영상으로 확인하실 수 있고 자세한 내용은 동영상으로 확인하실 수 있습니다 SBS 디지털뉴스편집부...,0.039215686274509796,1.0,1.0,1.0,1.0
앵커 유가족과 조종사 전문가들이 의문을 제기하는 부분은 또 있습니다 사고조사위원회의 브리핑에 앞서 국토부가 운영하는 자문단이 유족들이 질문할 내용을 자문해 줬는데 그 내용이 부실했...,새로 취임 새로 취임한 기재부 산업부 장관도 관세 협상이라는 급한 불 끄기에 바로 나서야 할 처지입니다,0.0,1.0,1.0,1.0,1.0
앵커 이종섭 전 국방부 장관이 순직 해병 사건 수사 기록을 경찰에 넘기지 말라고 지시하기 직전 윤석열 전 대통령의 전화를 받았다고 처음으로 인정했습니다 수사 외압의 시발점으로 지목...,김상 김상 김상환 헌법재판소장 후보자가 정치의 사법화 와 사법의 정치화 에 대한 우려의 목소리를 의식하겠다고 밝혔습니다,0.0,1.0,1.0,1.0,1.0
앵커 일본 상원에 해당하는 참의원 선거에서 자민당을 중심으로 하는 여당이 과반을 얻지 못하며 참패했습니다 반면 일본인 우선주의를 내세운 신생 우익 정당이 새롭게 떠올랐습니다 바뀐 ...,국가정보원은 수십 년간 운영해 온 대북 방송을 이달 들어 모두 중단했습니다,0.0,1.0,1.0,1.0,1.0
앵커 최근 임명된 강준욱 대통령실 국민통합비서관이 논란에 휩싸였습니다 임명되기 전에 쓴 자신의 책에서 윤석열 전 대통령의 계엄 선포를 옹호하는 시각이 노골적으로 드러난 건데 여권에...,민중기 특별 특별 특별검사팀이 윤석열 전 대통령과 김건희 여사에게 출석요구서를 보냈습니다,0.0851063829787234,1.0,1.0,1.0,1.0
앵커 뜨거운 이슈에 대해서 구석구석 자세히 톺아보는 톺뉴스 시간입니다 오늘21일은 그 첫 번째 순서로 강선우 여가부 장관 후보자의 임명을 강행하려는 여권의 움직임을 정치부 여당팀 ...,편상상욱의 뉴스브리핑 인터뷰를 인용 보도할 때는 프로그램명 SBS 을 정확히 밝혀주시기 바랍,0.0,1.0,1.0,1.0,1.0
앵커 이재명 대통령은 경남 산청군을 직접 방문해 안타까운 피해가 났다며 애도를 표했습니다 또 가용 자원을 총동원해 신속히 복구하고 재발방지책을 세우라고 지시했습니다 손서영 기자입니...,편상상욱의 뉴스브리핑 인터뷰를 인용 보도할 때는 프로그램명 SBS 을 정확히 밝혀주시기 바랍,0.0,1.0,1.0,1.0,1.0
앵커 무인기 평양 침투 의혹을 수사하고 있는 내란 특검팀이 계획 수립 단계에서 합동참모본부는 배제되어 있었다는 취지의 진술을 확보한 걸로 저희 취재 결과 확인됐습니다 특검은 무인기...,KBS KBS 강원도의회 강정호 의원이 속초의료원의 임금체불에 대한 속초의료원의 임금체불에 대한 강원도의 대책을강강호 의원이 올해 6월 말 기준 속초의료원의 인건비 미지급액이 13...,0.0,1.0,1.0,1.0,1.0
 앵커  어제 치러진 일본 참의원 선거에서 자민당 연립여당은 과반이 붕괴되는 참패를 했습니다 자민당은 창당 이후 처음으로 상하원 모두에서 소수 여당으로 전락하게 됐는데요 극우성향의...,강원도의회 강정호 의원은 올해 6월 말 기준 속초의료원의 인건비 미지급액이 13억 원이라고 밝혔습니다,0.0,1.0,1.0,1.0,1.0
 앵커  대통령실은 강선우 후보자 임명 방침에 가장 영향을 준 건 여당 지도부의 의견이었다고 밝혔는데요 다만 대통령 국정 지지율이 처음 하락한 가운데 여당 내에서도 우려의 목소리가...,강선우 여성가족부 장관 후보자에 대해 대통령실이 사실상 임명 강행 수순을 밟으면서 대통령실이 사실상 임명 강행 수순을 밟으면서 후폭풍이 거셉니다,0.15094339622641512,1.0,1.0,1.0,1.0
 앵커  국민의힘 전당대회가 한 달 앞으로 다가온 가운데 어제 김문수 전 고용노동부 장관에 이어 6선 조경태 의원과 친윤계 장동혁 의원이 출마를 공식화했습니다 이른바 찬탄과 반탄의...,김용대 드론사령관에 대한 구속영장 심사가 잠시 뒤인 오후 3시 서울중앙지법에서 열릴 예정입니다,0.0,1.0,1.0,1.0,1.0
 앵커  대통령실 국민통합비서관이 윤 전 대통령의 비상계엄을 두둔했던 사실이 드러나 논란입니다 또 이재명 대통령이 당선되면 전체주의 정권이 될 것 같다며 비방했던 행적도 드러났는데...,조현 조현 신임 외교부장관이 윤석열 정부 당시 외교부가 MBC에 제기한 이른바 바이든 날리면 정정보도 소송에 대해 외교부를 대표해 MBC에 사과드린다고 밝혔습니다,0.0,1.0,1.0,1.0,1.0
 앵커  여성가족부장관 후보자인 강선우 의원이 곧 임명될 것으로 알려졌는데요 그런데 문재인 정부의 전 여가부 장관이 강 후보자의 추가 갑질 의혹을 또 폭로했습니다 장슬기 기자가 보...,김문수 전 고용노동부 장관에 이어 조경태 장동혁 의원도 국민의힘 당대표 선거에 출사표를 던졌습니다,0.038461538461538464,1.0,1.0,1.0,1.0
 앵커  윤석열 정부에서 외교부가 MBC에 제기한 이른바 바이든날리면 소송에 대해 조현 외교부 장관이 공식 사과했습니다 하지만 대통령 대신 왜 외교부가 나서 소송을 걸었는지는 여전...,한국교원단체총연합회는 교육계 요구를 수용한 당연한 결정이라며 국민 눈높이에 부합하는 적임자를 조속히 재지명할 것을 촉구하며 한국교원단체총연합회는 인사권자의 의견을 겸허히 받아들인다...,0.0,1.0,1.0,1.0,1.0
 앵커  내란 특검은 김용대 드론작전사령관이 사전에 평양 무인기 침투 작전의 위험성을 보고 받았다는 진술도 확보했습니다 보고를 받은 김 사령관이 상급자로 추정되는 누군가에게 이를 ...,김용대 드론사령관에 대한 구속영장 심사가 잠시 뒤인 오후 3시 서울중앙지법에서 열릴 예정입니다,0.04,1.0,1.0,1.0,1.0
 앵커  이종섭 전 국방장관이 채 상병 순직사건과 관련해 윤석열 전 대통령의 전화를 받은 사실을 2년 만에 인정했습니다 이른바 VIP 격노설이 불거진 대통령실 회의의 구체적인 상황...,저출산 문제로 골머리를 썩고 있는 북한이 희소식이라며 보도했는데 그런데 아이들 이름이 특이하게 이름 가운데 글자를 합치면 충성다하리 로 자녀의 이름마저 최고지도자를 향한 충성을 표...,0.0,1.0,1.0,1.0,1.0
 앵커  우리 군이 지난해 북한에 무인기를 보내 도발을 유도했다는 의혹과 관련해 내란 특검팀이 당시 윤석열 전 대통령의 지시로 드론사령부에 무인기 북파 TF가 꾸려졌다는 진술을 확...,이재명 대통령이 이진숙 교육부 장관 후보자 지명을 철회했습니다 이재명 정부 장관 후보자 첫 낙마입니다 다만 이 후보자와 함께 거취가 논란이 됐던 강선우 여성가족부 장관 후보자는 임...,0.028169014084507043,1.0,1.0,1.0,1.0
KBS 전주 노동계가 노동자에 대한 손해배상 청구를 제한한 노동조합법 2조와 3조 개정안 즉 노란봉투법의 즉각 처리를 촉구했습니다 민주노총 전북본부는 오늘21 민주당 전북도당 앞에...,순직해병 특검은 이른바 국방장관 윗선이 임성근 전 사단장을 혐의자에서 빼라고 지시했다는 내용을 담은 군 내부 문건을 확보한 것으로 파악됐습니다,0.03278688524590164,1.0,1.0,1.0,1.0
KBS 전주 앵커 열린 K 시간입니다 새 정부 들어 전북 지역구 의원 3명이 국회 위원장을 맡았습니다 국회 위원장은 장관급 예우를 받는 자린데요 지난 10년간 제대로 힘을 쓰지 못...,국회는 오늘 김상환 헌법재판소장 후보자에 대한 인사청문회를 실시합니다,0.0,1.0,1.0,1.0,1.0
KBS 울산 더불어민주당 신임 울산시당위원장에 울산 동구 김태선 의원이 선출됐습니다 단독 후보로 나선 김 의원은 당원들을 대상으로 지난 17일과 18일 이틀간 치러진 찬반 투표에서...,역대급 폭우에 인명 피해까지 잇따르면서 이재명 대통령이 피해 지역에 대해 조속히 특별 특별재난지역 선포를 추진하라고 지시했습니다,0.0,1.0,1.0,1.0,1.0
KBS 전주 앵커 새 정부 출범과 함께 전북 출신 의원들이 국회 3개 위원장직을 맡게 됐는데요 예산과 입법 등을 다루는 이른바 요직으로 전북 정치권의 입지가 단단해졌다는 평가입니다...,광주 광주 광주 정부가 이번 폭 폭우로 큰 피해가 발생한 지역에 특별 재난지역 선포를 추진합니다,0.0,1.0,1.0,1.0,1.0
 앵커  이재명 대통령은 오늘 산사태로 10명이 숨진 경남 산청 현장을 찾았습니다 피해 주민을 만난 이 대통령은 조속한 특별재난지역 선포를 약속했는데요 김정우 기자의 보도입니다  ...,온라인으로 온라인으로 전환해 어제 열린 더불어민주당 영남권 전당대회에서 더불어민주당 영남권 전당대회에서 정청래 후보는 지역 발전특위 신설을 박찬대 후보는 부 울 경 메가시티 등을 ...,0.0,1.0,1.0,1.0,1.0
KBS 부산 부산시교육청이 하윤수 전 교육감을 직권 남용 혐의로 부산경찰청에 고발했습니다 부산시교육청은 하 전 교육감이 재직 당시인 지난해 중등 교사인 자신의 딸을 교육청 산하 교...,민주당 울산시당은 지난 17일부터 이틀간 실시된 찬반투표 결과 김 의원이 투표율 투표율 투표율 377  찬성률 967 로 당선됐다고 밝혔으며 김 당선인은 지방선거에서 울산의 승리가...,0.0,1.0,1.0,1.0,1.0
KBS 전주 앵커 완주전주 통합과 관련해 김관영 전북도지사가 국회의원 2명과 함께 기자회견을 열었습니다 잇단 설득에도 반대 여론이 수그러들지 않자 돌파구를 찾기 위해서인데 어떤 파...,양원제인 일본 국회의 상원인 참의원 의 선거가 치러졌습니다,0.0,1.0,1.0,1.0,1.0
앵커 지명이 철회된 이진숙 전 교육부 장관 후보자는 인사권자의 결정을 겸허히 받아들이겠다는 입장을 밝혔습니다 교원단체에선 지명 철회를 두고 당연한 결정이라며 환영했습니다 이수민 기...,다음 달 달 22일 국민의힘 새 당 대표를 뽑기 위한 경선에 김문수 전 국민의힘 새 당 대표를 뽑기 위한 경선에 김문수 전 국민의힘 대선후보가 이재명 정권의 폭주를 폭주를 막겠다 ...,0.03636363636363636,1.0,1.0,1.0,1.0
앵커 새로 취임한 기재부 산업부 장관은 관세 협상이라는 급한 불 끄기에 바로 나서야 할 처지입니다 김정관 산업통상자원부 장관은 대미 통상 긴급 점검 회의를 소집해 업계 의견을 청취...,국민의힘힘 차기 당대표 선거에 김문수 전 고용노동부 장관은 출마를 나경원 의원은 불출마를 선언했습니다,0.03508771929824561,1.0,1.0,1.0,1.0
앵커 갑질 논란이 불거진 강선우 여성가족부 장관 후보자에 대해 대통령실이 사실상 임명 수순을 밟으면서 후폭풍이 거셉니다 더불어민주당은 청문보고서 단독 처리 가능성을 열어두고 있고 ...,어제 일본에서는 참의원 선거가 치러졌는데 이시바 시게루 내각에에 대한 중간평가 성격이 강했는데 자민당과 공명당의 연립 여당이 목표로 했던 과반 획득에 실패하면서 과반 획득에 실패하...,0.09836065573770492,1.0,1.0,1.0,1.0
KBS 광주 앵커 네 한 주 동안의 주요 정치 이슈를 알아보는 순서입니다 주간정치 오승용 메타보이스 이사와 함께합니다 이사님 이진숙 강선우 두 장관 후보자를 놓고 대통령실의 고민이...,어제 방송된 KBS 1TV 일요 진단에서는 공영방송 지배구조 개편을 핵심으로 한 쟁점마다 또 한 번 견해차를 드러냈습니다,0.07142857142857144,1.0,1.0,1.0,1.0
KBS 대구 앵커 625 전쟁에 참전했던 미성년 소년소녀 병사들이 전국적으로 3만 명에 달하는데요 하지만 이들을 위한 별도의 명예 선양 사업은 마련되지 않고 있습니다 대구시의회가 ...,리포트 내란 특검이 김용대 드론작전사령관에 대한 구속영장을 청구했습니다,0.04166666666666667,1.0,1.0,1.0,1.0
KBS 창원 다음은 특검 소식입니다 김건희 여사 의혹을 수사하는 민중기 특별검사팀이 윤석열 전 대통령 부부에게 피의자 신분으로 출석해 조사를 받으라고 통보했습니다 윤 전 대통령은 ...,이재명 대통령이 논문표절 등의 의혹을 받아왔던 이진숙 교육부장관 후보자 지명을 철회했습니다 보좌진 갑질 의혹을 받아온 강선우 여가부 장관 후보자에 대해선 임명 수순에 들어갔는데요,0.030303030303030307,1.0,1.0,1.0,1.0
KBS 대구 앵커 홍준표 전 대구시장이 조기 대선 출마를 위해 시장직을 내려놓으면서 측근을 이른바 알 박기 채용했다는 걸 실토해 논란을 불렀는데요 국민권익위원회가 이 사안에 대해 ...,특검이 임성근 전 사단장을 혐의자에서 빼라고 지시했다는 내용이 담긴 군 내부 문건을 특검이 확보한 것으로 파악되었습니다,0.034482758620689655,1.0,1.0,1.0,1.0
앵커 김건희 여사 관련 의혹을 수사 중인 민중기 특별검사팀이 윤석열 전 대통령과 김건희 여사에게 피의자 신분으로 나와 조사를 받으라고 통보했습니다 내란 특검팀에 이어 김건희 특검팀...,내란 특검팀이 북한 무인기 침투 의혹과 관련해 김용대 드론작전사령관에 대한 구속영장을 청구했습니다,0.07692307692307691,1.0,1.0,1.0,1.0
KBS 춘천 앵커 앞서 더불어민주당은 알펜시아 입찰 담합 사건을 조작 기소 진상 규명 대상에 포함했습니다 당시 검찰이 정치적 이유로 무리한 수사를 했다는 취지인데요 최문순 전 강원...,이재명 대통령이 논문 표절 의혹 자녀 조기 유학 논란이 불거진 이진숙 교육부 장관 후보자의 지명을 철회하고 보좌진 갑질 의혹 에 휩싸인 강선우 여성가족부 장관 후보자 임명은 강행할...,0.027777777777777776,1.0,1.0,1.0,1.0
앵커 이재명 대통령은 이번 집중호우로 인명 피해가 컸던 경남 산청군 피해 현장을 찾았습니다 안타까운 피해가 발생했다며 애도를 표한 이 대통령은 재발방지책 수립과 함께 가용 자원을 ...,양원제인 일본 국회의 상원인 참의원 의 선거가 치러졌습니다,0.0,1.0,1.0,1.0,1.0
KBS 광주 앵커 더불어민주당이 수해 상황을 고려해 당 대표를 선출하기 위한 지역 순회 경선을 통합해서 치르기로 했습니다 당장 이번 주 토요일로 예정됐던 호남의 선택이 한 주 미뤄...,김상환 김상환 헌법재판소장 후보자에 대한 인사청문회가 오늘 오전 국회에서 열립 여야 청문위원들은 대법관 증원 문제와 여권이 사법개혁의 일환으로 추진하는 재판소원 도입 등을 공방을 ...,0.0,1.0,1.0,1.0,1.0
앵커 새로 취임한 기재부 산업부 장관은 관세 협상이라는 급한 불 끄기에 바로 나서야 할 처지입니다 김정관 산업통상자원부 장관은 대미 통상 긴급 점검 회의를 소집해 업계 의견을 청취...,정청래 후보가 영남권 권리당원 투표에서 압승을 거뒀고 국민의힘에선 정청래 후보가 영남권 권리당원 투표에서도 압승을 거뒀습니다,0.0,1.0,1.0,1.0,1.0
오늘21일의 이슈를 박창환 장안대 특임교수와 함께 오뉴스에서 자세하게 알아봅니다  자세한 내용은 동영상으로 확인하실 수 있습니다 SBS 디지털뉴스편집부,이재명 대통령이 이진숙 교육부 장관 후보자 지명을 철회했습니다,0.0,1.0,1.0,1.0,1.0
앵커 새로 취임한 기재부 산업부 장관도 관세 협상이라는 급한 불 끄기에 바로 나서야 할 처지입니다 김정관 산업통상자원부 장관은 대미 통상 긴급 점검 회의를 소집해 업계 의견을 청취...,이재명 대통령은 집중 호우 대통령이 집중 호우 대통령은 피해 지역에 특별 특별재난지역 선포를 조속히 추진하라고 지시했습니다,0.0,1.0,1.0,1.0,1.0
김상환 헌법재판소장 후보자가 정치의 사법화와 사법의 정치화에 대한 우려의 목소리를 의식하겠다고 밝혔습니다 김 후보자는 오늘 국회 인사청문회에서 헌법재판소의 심판을 둘러싼 여러 갈등...,김문수 전 국민의힘이 다음 달 22일에 새 당 대표를 뽑습니다 김문수 전 국민의힘 대선 후보가 이재명 정권의 폭주를 막겠다 며 이재명 정권의 폭주를 막겠다 며 이재명 정권의 폭주를...,0.0,1.0,1.0,1.0,1.0
앵커 갑질 논란이 불거진 강선우 여성가족부 장관 후보자에 대해 대통령실이 사실상 임명 수순을 밟으면서 후폭풍이 거셉니다 더불어민주당은 청문보고서 단독 처리 가능성을 열어두고 있고 ...,다음 달 달 22일 결정될 차기 국민의힘 당대표 선거에 김문수 전 고용노동부 장관이 출마를 선언했는데요,0.0,1.0,1.0,1.0,1.0
앵커 정부가 남북관계 개선을 위해 전방위로 나서는 것으로 보입니다 국가정보원은 수십 년간 운영해 온 대북 방송을 이달 들어 모두 중단했습니다 정부는 이와 함께 남한 관광객이 개별적...,오늘 치러진 참의원 선거 출구조사 결과 자민당과 공명당 연립여당이 과반 유지에 필요한 50석 확보에 실패한 것으로 나타났습니다,0.03703703703703704,1.0,1.0,1.0,1.0
앵커 김건희 여사 관련 의혹을 수사 중인 민중기 특별검사팀이 윤석열 전 대통령과 김건희 여사에게 출석요구서를 보냈습니다 서울고검에 나가 있는 취재기자 연결합니다 김영훈 기자 특검이...,내란 내란 특검은 김용대 드론작전사령관에 대해 구속영장을 청구했습니다,0.046511627906976744,1.0,1.0,1.0,1.0
편상욱의 뉴스브리핑 인터뷰를 인용 보도할 때는 프로그램명 SBS 편상욱의 뉴스브리핑을 정확히 밝혀주시기 바랍니다 저작권은 SBS에 있습니다  방송  SBS 편상욱의 뉴스브리핑 월금...,이재명 대통령이 논문 표절과 자녀 불법 조기 유학 의혹을 받아온 이진숙 교육부장관 후보자에 대해 지명을 철회한 이진숙 교육부장관 후보자에 대해 지명을 철회했습니다,0.0,1.0,1.0,1.0,1.0
편상욱의 뉴스브리핑 인터뷰를 인용 보도할 때는 프로그램명 SBS 편상욱의 뉴스브리핑을 정확히 밝혀주시기 바랍니다 저작권은 SBS에 있습니다  방송  SBS 편상욱의 뉴스브리핑 월금...,내란 내란 내란 특검팀이 지난 정부에서 북한에 일부러 무인기를 투입시켰다는 의혹과 관련해 김용대 드론작전사령관에 대한 구속영장을 청구했습니다,0.0,1.0,1.0,1.0,1.0
편상욱의 뉴스브리핑 인터뷰를 인용 보도할 때는 프로그램명 SBS 편상욱의 뉴스브리핑을 정확히 밝혀주시기 바랍니다 저작권은 SBS에 있습니다  방송  SBS 편상욱의 뉴스브리핑 월금...,이재명 이재명 대통령이 자녀 조기 유학과 정책 전문성 부족 등의 각종 논란이 불거졌던 이진숙 교육부 장관 후보자의 지명을 철회했습니다,0.0,1.0,1.0,1.0,1.0
KBS 춘천 강원도의회 강정호 의원이 속초의료원의 임금체불에 대한 강원도의 대책을 촉구했습니다 강 의원은 올해 6월 말 기준 속초의료원의 인건비 미지급액이 13억 원이라고 밝혔습니...,김민석 국무총리가 지난 17일 기록적 폭우에 사람이 떠내려갔단 광주광역시 신안교를 직접 찾았습니다,0.0,1.0,1.0,1.0,1.0
KBS 창원 창원특례시의 독립적인 예산과 권한 이전을 보장하기 위한 특별법이 국회에서 발의됐습니다 더불어민주당 허성무 의원이 대표 발의한 관련 법안은 창원특례시를 대상으로 보통교부...,이재명 이재명 대통령이 이진숙 교육부 장관 후보자에 대한 지명을 철회했습니다,0.0,1.0,1.0,1.0,1.0
KBS 강릉 강원도 속초의료원의 임금체불이 13억 원으로 상당해 대책 마련이 시급하다는 주장이 나왔습니다 강원도의회 강정호 의원은 올해 6월 말 기준 속초의료원의 인건비 미지급액이...,조은석 특별검사팀이 김용대 드론작전사령관에 대한 구속영장을 청구했습니다,0.0,1.0,1.0,1.0,1.0
앵커 김건희 여사 관련 의혹을 수사 중인 민중기 특별검사팀이 윤석열 전 대통령과 김건희 여사에게 출석요구서를 보냈습니다 서울고검에 나가 있는 취재기자 연결합니다 김영훈 기자 특검이...,조은석 특별 특별 특별검사팀이 오늘 김영호 통일부 장관을 참고인 신분으로 불러 조사 중입니다,0.041666666666666664,1.0,1.0,1.0,1.0
앵커 보좌진 갑질 의혹 등이 논란이 된 강선우 여성가족부 장관 후보자에 대해 대통령실이 사실상 임명 강행 수순을 밟으면서 후폭풍이 거셉니다 민주당은 청문보고서 단독 처리 가능성을 ...,김건희 국정농단 특검이 이종호 전 블랙펄인베스트 대표를 압수수색했습니다,0.0,1.0,1.0,1.0,1.0
앵커 김용대 드론작전사령관에 대한 구속영장 심사가 잠시 뒤 열립니다 이른바 외환 의혹 관련 첫 영장심사입니다 서울고검에 나가 있는 취재기자 연결합니다 김영훈 기자 김용대 드론사령관...,내란 내란 특검이 재구속 상태인 윤석열 전 대통령을 재판에 넘겼습니다,0.0,1.0,1.0,1.0,1.0
 앵커  김문수 전 고용노동부 장관에 이어 조경태 장동혁 의원도 국민의힘 당대표 선거에 출사표를 던졌습니다 이런 가운데 안철수 의원은 극우성향 전한길 씨와 가까운 친길 당대표를 막...,민주당의 새로운 당 대표를 뽑는 순회 경선 오늘 19일 그 첫날이었습니다 전국적인 수해 여파로 온라인 경선으로 치러졌는데 정청래 후보가 초반 기선 제압에 성공했습니다,0.0,1.0,1.0,1.0,1.0
